,Dataset,Epsilon,Approach,MIAMethod,MIAResult,Group
487,hair,1.0,proposed,decision_tree,0.3333333333333333,9
488,hair,5.0,proposed,decision_tree,0.5,0
489,hair,5.0,proposed,decision_tree,0.5833333333333334,1
490,hair,5.0,proposed,decision_tree,0.5,2
491,hair,5.0,proposed,decision_tree,0.25,3
492,hair,5.0,proposed,decision_tree,0.6666666666666666,4
493,hair,5.0,proposed,decision_tree,0.4166666666666667,5
494,hair,5.0,proposed,decision_tree,0.1666666666666666,6
495,hair,5.0,proposed,decision_tree,0.4166666666666667,7
496,hair,50.0,proposed,xgboost,0.8333333333333334,8
497,hair,5.0,proposed,decision_tree,0.25,8
498,hair,5.0,proposed,decision_tree,0.5833333333333334,9
499,hair,10.0,proposed,decision_tree,0.4166666666666667,0
500,hair,10.0,proposed,decision_tree,0.5,1
501,hair,10.0,proposed,decision_tree,0.5,2
502,hair,10.0,proposed,decision_tree,0.75,3
503,hair,10.0,proposed,decision_tree,0.1666666666666666,4
504,hair,10.0,proposed,decision_tree,0.4166666666666667,5
505,hair,10.0,proposed,decision_tree,0.4166666666666667,6
506,hair,10.0,proposed,decision_tree,0.3333333333333333,7
507,hair,10.0,proposed,decision_tree,0.5833333333333334,8
508,hair,10.0,proposed,decision_tree,0.25,9
509,hair,50.0,proposed,decision_tree,0.5833333333333334,0
510,hair,50.0,proposed,decision_tree,0.4166666666666667,1
511,hair,50.0,proposed,decision_tree,0.3333333333333333,2
512,hair,50.0,proposed,decision_tree,0.5833333333333334,3
513,hair,50.0,proposed,decision_tree,0.25,4
514,hair,50.0,proposed,decision_tree,0.6666666666666666,5
515,hair,50.0,proposed,decision_tree,0.3333333333333333,6
516,hair,50.0,proposed,decision_tree,0.5,7
517,hair,100.0,proposed,decision_tree,0.5833333333333334,0
518,hair,50.0,proposed,decision_tree,0.5,8
519,hair,50.0,proposed,decision_tree,0.3333333333333333,9
520,hair,100.0,proposed,decision_tree,0.5,1
521,hair,100.0,proposed,decision_tree,0.5833333333333334,2
522,hair,100.0,proposed,decision_tree,0.5833333333333334,3
523,hair,100.0,proposed,decision_tree,0.4166666666666667,4
524,hair,50.0,proposed,xgboost,0.8333333333333334,9
525,hair,100.0,proposed,decision_tree,0.25,5
526,hair,100.0,proposed,decision_tree,0.5,6
527,hair,100.0,proposed,decision_tree,0.4166666666666667,7
528,hair,100.0,proposed,decision_tree,0.75,8
529,hair,100.0,proposed,decision_tree,0.3333333333333333,9
530,hair,0.01,ldp,random_forest,0.0,0
531,hair,0.01,ldp,random_forest,0.0,1
532,hair,0.01,ldp,random_forest,0.0,2
533,hair,0.01,ldp,random_forest,0.0,3
534,hair,0.01,ldp,random_forest,0.0,4
535,hair,0.01,ldp,random_forest,0.0,5
536,hair,0.01,ldp,random_forest,0.0,6
537,hair,0.01,ldp,random_forest,0.0,7
538,hair,0.05,ldp,random_forest,0.0,0
539,hair,0.01,ldp,random_forest,0.0,8
540,hair,0.01,ldp,random_forest,0.0,9
541,hair,0.05,ldp,random_forest,0.0,1
542,hair,0.05,ldp,random_forest,0.0,2
543,hair,0.05,ldp,random_forest,0.0,3
544,hair,0.05,ldp,random_forest,0.0,4
545,hair,0.05,ldp,random_forest,0.0,5
546,hair,0.05,ldp,random_forest,0.0,6
547,hair,0.05,ldp,random_forest,0.0,7
548,hair,0.05,ldp,random_forest,0.0,8
549,hair,0.05,ldp,random_forest,0.0,9
550,hair,0.1,ldp,random_forest,0.0,0
551,hair,0.1,ldp,random_forest,0.0,1
552,hair,0.1,ldp,random_forest,0.0,2
553,hair,0.1,ldp,random_forest,0.0,3
554,hair,0.1,ldp,random_forest,0.0,4
555,hair,0.1,ldp,random_forest,0.0,5
556,hair,0.1,ldp,random_forest,0.0,6
557,hair,0.1,ldp,random_forest,0.0,7
558,hair,0.1,ldp,random_forest,0.0,8
559,hair,0.1,ldp,random_forest,0.0,9
560,hair,0.5,ldp,random_forest,0.0,0
561,hair,0.5,ldp,random_forest,0.0,1
562,hair,0.5,ldp,random_forest,0.0,2
563,hair,0.5,ldp,random_forest,0.0,3
564,hair,0.5,ldp,random_forest,0.0,4
565,hair,0.5,ldp,random_forest,0.0,5
566,hair,0.5,ldp,random_forest,0.0,6
567,hair,0.5,ldp,random_forest,0.0,7
568,hair,0.5,ldp,random_forest,0.0,8
569,hair,0.5,ldp,random_forest,0.0,9
570,hair,1.0,ldp,random_forest,0.0,0
571,hair,1.0,ldp,random_forest,0.0,1
572,hair,1.0,ldp,random_forest,0.0,2
573,hair,1.0,ldp,random_forest,0.0,3
574,hair,1.0,ldp,random_forest,0.0,4
575,hair,1.0,ldp,random_forest,0.0,5
576,hair,1.0,ldp,random_forest,0.0,6
577,hair,1.0,ldp,random_forest,0.0,7
578,hair,1.0,ldp,random_forest,0.0,8
579,hair,1.0,ldp,random_forest,0.0,9
580,hair,5.0,ldp,random_forest,0.5833333333333334,0
581,hair,5.0,ldp,random_forest,0.5833333333333334,1
582,hair,5.0,ldp,random_forest,0.5833333333333334,2
583,hair,5.0,ldp,random_forest,0.6666666666666666,3
584,hair,5.0,ldp,random_forest,0.6666666666666666,4
585,hair,5.0,ldp,random_forest,0.6666666666666666,5
586,hair,5.0,ldp,random_forest,0.5,6
587,hair,5.0,ldp,random_forest,0.5833333333333334,7
588,hair,5.0,ldp,random_forest,0.5,8
589,hair,5.0,ldp,random_forest,0.5833333333333334,9
590,hair,10.0,ldp,random_forest,0.5,0
591,hair,10.0,ldp,random_forest,0.6666666666666666,1
592,hair,10.0,ldp,random_forest,0.5,2
593,hair,10.0,ldp,random_forest,0.5,3
594,hair,10.0,ldp,random_forest,0.5833333333333334,4
595,hair,10.0,ldp,random_forest,0.6666666666666666,5
596,hair,10.0,ldp,random_forest,0.5833333333333334,6
597,hair,10.0,ldp,random_forest,0.5833333333333334,7
598,hair,10.0,ldp,random_forest,0.75,8
599,hair,50.0,ldp,random_forest,0.6666666666666666,0
600,hair,50.0,ldp,random_forest,0.5833333333333334,1
601,hair,10.0,ldp,random_forest,0.5,9
602,hair,50.0,ldp,random_forest,0.6666666666666666,2
603,hair,50.0,ldp,random_forest,0.6666666666666666,3
604,hair,50.0,ldp,random_forest,0.6666666666666666,4
605,hair,50.0,ldp,random_forest,0.6666666666666666,5
606,hair,50.0,ldp,random_forest,0.6666666666666666,6
607,hair,50.0,ldp,random_forest,0.6666666666666666,7
608,hair,50.0,ldp,random_forest,0.6666666666666666,8
609,hair,50.0,ldp,random_forest,0.6666666666666666,9
610,hair,100.0,ldp,random_forest,0.6666666666666666,0
611,hair,100.0,ldp,random_forest,0.6666666666666666,1
612,hair,100.0,ldp,random_forest,0.6666666666666666,2
613,hair,100.0,ldp,random_forest,0.6666666666666666,3
614,hair,100.0,ldp,random_forest,0.6666666666666666,4
615,hair,100.0,ldp,random_forest,0.6666666666666666,5
616,hair,100.0,proposed,xgboost,0.6666666666666666,0
617,hair,100.0,ldp,random_forest,0.75,6
618,hair,100.0,ldp,random_forest,0.75,7
619,hair,100.0,ldp,random_forest,0.6666666666666666,8
620,hair,100.0,ldp,random_forest,0.6666666666666666,9
621,hair,0.01,proposed,random_forest,0.6666666666666666,0
622,hair,0.01,proposed,random_forest,0.5833333333333334,1
623,hair,0.01,proposed,random_forest,0.5,2
624,hair,0.01,proposed,random_forest,0.5833333333333334,3
625,hair,0.01,proposed,random_forest,0.5,4
626,hair,0.01,proposed,random_forest,0.6666666666666666,5
627,hair,100.0,proposed,xgboost,0.6666666666666666,1
628,hair,0.01,proposed,random_forest,0.5,6
629,hair,0.01,proposed,random_forest,0.5833333333333334,7
630,hair,0.01,proposed,random_forest,0.6666666666666666,8
631,hair,0.01,proposed,random_forest,0.6666666666666666,9
632,hair,0.05,proposed,random_forest,0.5833333333333334,0
633,hair,0.05,proposed,random_forest,0.6666666666666666,1
634,hair,0.05,proposed,random_forest,0.6666666666666666,2
635,hair,0.05,proposed,random_forest,0.6666666666666666,3
636,hair,0.05,proposed,random_forest,0.6666666666666666,4
637,hair,0.05,proposed,random_forest,0.5,5
638,hair,0.05,proposed,random_forest,0.6666666666666666,6
639,hair,0.05,proposed,random_forest,0.6666666666666666,7
640,hair,100.0,proposed,xgboost,0.8333333333333334,2
641,hair,0.1,proposed,random_forest,0.5833333333333334,0
642,hair,0.05,proposed,random_forest,0.5833333333333334,8
643,hair,0.05,proposed,random_forest,0.6666666666666666,9
644,hair,0.1,proposed,random_forest,0.6666666666666666,1
645,hair,100.0,proposed,xgboost,0.9166666666666666,3
646,hair,0.1,proposed,random_forest,0.6666666666666666,2
647,hair,0.1,proposed,random_forest,0.6666666666666666,3
648,hair,0.1,proposed,random_forest,0.6666666666666666,4
649,hair,0.1,proposed,random_forest,0.5,5
650,hair,0.1,proposed,random_forest,0.6666666666666666,6
651,hair,0.1,proposed,random_forest,0.5833333333333334,7
652,hair,0.1,proposed,random_forest,0.5,8
653,hair,0.1,proposed,random_forest,0.4166666666666667,9
654,hair,0.5,proposed,random_forest,0.5833333333333334,0
655,hair,0.5,proposed,random_forest,0.5,1
656,hair,0.5,proposed,random_forest,0.5833333333333334,2
657,hair,0.5,proposed,random_forest,0.5833333333333334,3
658,hair,0.5,proposed,random_forest,0.5833333333333334,4
659,hair,0.5,proposed,random_forest,0.5833333333333334,5
660,hair,0.5,proposed,random_forest,0.5,6
661,hair,0.5,proposed,random_forest,0.5,7
662,hair,0.5,proposed,random_forest,0.3333333333333333,8
663,hair,1.0,proposed,random_forest,0.4166666666666667,0
664,hair,1.0,proposed,random_forest,0.5833333333333334,1
665,hair,0.5,proposed,random_forest,0.6666666666666666,9
666,hair,1.0,proposed,random_forest,0.5833333333333334,2
667,hair,1.0,proposed,random_forest,0.6666666666666666,3
668,hair,1.0,proposed,random_forest,0.5833333333333334,4
669,hair,1.0,proposed,random_forest,0.5,5
670,hair,1.0,proposed,random_forest,0.5833333333333334,6
671,hair,1.0,proposed,random_forest,0.6666666666666666,7
672,hair,1.0,proposed,random_forest,0.6666666666666666,8
673,hair,5.0,proposed,random_forest,0.6666666666666666,0
674,hair,1.0,proposed,random_forest,0.5833333333333334,9
675,hair,5.0,proposed,random_forest,0.6666666666666666,1
676,hair,5.0,proposed,random_forest,0.5833333333333334,2
677,hair,5.0,proposed,random_forest,0.5833333333333334,3
678,hair,5.0,proposed,random_forest,0.6666666666666666,4
679,hair,5.0,proposed,random_forest,0.5,5
680,hair,5.0,proposed,random_forest,0.5,6
681,hair,5.0,proposed,random_forest,0.6666666666666666,7
682,hair,5.0,proposed,random_forest,0.6666666666666666,8
683,hair,100.0,proposed,xgboost,0.8333333333333334,4
684,hair,5.0,proposed,random_forest,0.6666666666666666,9
685,hair,10.0,proposed,random_forest,0.75,0
686,hair,10.0,proposed,random_forest,0.5833333333333334,1
687,hair,10.0,proposed,random_forest,0.75,2
688,hair,10.0,proposed,random_forest,0.5833333333333334,3
689,hair,10.0,proposed,random_forest,0.6666666666666666,4
690,hair,100.0,proposed,xgboost,0.75,5
691,hair,100.0,proposed,xgboost,0.8333333333333334,6
692,hair,10.0,proposed,random_forest,0.5,5
693,hair,10.0,proposed,random_forest,0.6666666666666666,6
694,hair,50.0,proposed,random_forest,0.6666666666666666,0
695,hair,10.0,proposed,random_forest,0.6666666666666666,7
696,hair,10.0,proposed,random_forest,0.5,8
697,hair,50.0,proposed,random_forest,0.5,1
698,hair,50.0,proposed,random_forest,0.5833333333333334,2
699,hair,50.0,proposed,random_forest,0.5833333333333334,3
700,hair,50.0,proposed,random_forest,0.5833333333333334,4
701,hair,10.0,proposed,random_forest,0.5,9
702,hair,50.0,proposed,random_forest,0.4166666666666667,5
703,hair,100.0,proposed,xgboost,0.8333333333333334,7
704,hair,100.0,proposed,xgboost,0.75,8
705,hair,50.0,proposed,random_forest,0.5833333333333334,6
706,hair,100.0,proposed,xgboost,0.9166666666666666,9
707,hair,50.0,proposed,random_forest,0.5833333333333334,7
708,hair,50.0,proposed,random_forest,0.5833333333333334,8
709,hair,50.0,proposed,random_forest,0.5833333333333334,9
710,hair,100.0,proposed,random_forest,0.5833333333333334,0
711,hair,100.0,proposed,random_forest,0.6666666666666666,1
712,hair,100.0,proposed,random_forest,0.5,2
713,hair,100.0,proposed,random_forest,0.5833333333333334,3
714,hair,100.0,proposed,random_forest,0.5833333333333334,4
715,hair,100.0,proposed,random_forest,0.6666666666666666,5
716,hair,100.0,proposed,random_forest,0.5,6
717,hair,100.0,proposed,random_forest,0.6666666666666666,7
718,hair,100.0,proposed,random_forest,0.6666666666666666,8
719,hair,100.0,proposed,random_forest,0.6666666666666666,9
720,hair,0.01,ldp,svm,0.0,0
721,hair,0.01,ldp,svm,0.0,1
722,hair,0.01,ldp,svm,0.0,2
723,hair,0.01,ldp,svm,0.0,3
724,hair,0.01,ldp,svm,0.0,4
725,hair,0.01,ldp,svm,0.0,5
726,hair,0.01,ldp,svm,0.0,6
727,hair,0.01,ldp,svm,0.0,7
728,hair,0.01,ldp,svm,0.0,8
729,hair,0.01,ldp,svm,0.0,9
730,hair,0.05,ldp,svm,0.0,0
731,hair,0.05,ldp,svm,0.0,1
732,hair,0.05,ldp,svm,0.0,2
733,hair,0.05,ldp,svm,0.0,3
734,hair,0.05,ldp,svm,0.0,4
735,hair,0.05,ldp,svm,0.0,5
736,hair,0.05,ldp,svm,0.0,6
737,hair,0.05,ldp,svm,0.0,7
738,hair,0.05,ldp,svm,0.0,8
739,hair,0.05,ldp,svm,0.0,9
740,hair,0.1,ldp,svm,0.0,0
741,hair,0.1,ldp,svm,0.0,1
742,hair,0.1,ldp,svm,0.0,2
743,hair,0.1,ldp,svm,0.0,3
744,hair,0.1,ldp,svm,0.0,4
745,hair,0.1,ldp,svm,0.0,5
746,hair,0.1,ldp,svm,0.0,6
747,hair,0.1,ldp,svm,0.0,7
748,hair,0.1,ldp,svm,0.0,8
749,hair,0.1,ldp,svm,0.0,9
750,hair,0.5,ldp,svm,0.0,0
751,hair,0.5,ldp,svm,0.0,1
752,hair,0.5,ldp,svm,0.0,2
753,hair,0.5,ldp,svm,0.0,3
754,hair,0.5,ldp,svm,0.0,4
755,hair,0.5,ldp,svm,0.0,5
756,hair,0.5,ldp,svm,0.0,6
757,hair,0.5,ldp,svm,0.0,7
758,hair,0.5,ldp,svm,0.0,8
759,hair,0.5,ldp,svm,0.0,9
760,hair,1.0,ldp,svm,0.0,0
761,hair,1.0,ldp,svm,0.0,1
762,hair,1.0,ldp,svm,0.0,2
763,hair,1.0,ldp,svm,0.0,3
764,hair,1.0,ldp,svm,0.0,4
765,hair,1.0,ldp,svm,0.0,5
766,hair,1.0,ldp,svm,0.0,6
767,hair,1.0,ldp,svm,0.0,7
768,hair,1.0,ldp,svm,0.0,8
769,hair,1.0,ldp,svm,0.0,9
770,hair,5.0,ldp,svm,0.5833333333333334,0
771,hair,5.0,ldp,svm,0.5833333333333334,1
772,hair,5.0,ldp,svm,0.5833333333333334,2
773,hair,5.0,ldp,svm,0.5833333333333334,3
774,hair,5.0,ldp,svm,0.6666666666666666,4
775,hair,5.0,ldp,svm,0.5833333333333334,5
776,hair,5.0,ldp,svm,0.5833333333333334,6
777,hair,10.0,ldp,svm,0.6666666666666666,0
778,hair,5.0,ldp,svm,0.5833333333333334,7
779,hair,5.0,ldp,svm,0.5833333333333334,8
780,hair,5.0,ldp,svm,0.6666666666666666,9
781,hair,10.0,ldp,svm,0.6666666666666666,1
782,hair,10.0,ldp,svm,0.6666666666666666,2
783,hair,10.0,ldp,svm,0.6666666666666666,3
784,hair,10.0,ldp,svm,0.6666666666666666,4
785,hair,10.0,ldp,svm,0.6666666666666666,5
786,hair,10.0,ldp,svm,0.6666666666666666,6
787,hair,10.0,ldp,svm,0.6666666666666666,7
788,hair,10.0,ldp,svm,0.6666666666666666,8
789,hair,50.0,ldp,svm,0.6666666666666666,0
790,hair,50.0,ldp,svm,0.6666666666666666,1
791,hair,50.0,ldp,svm,0.6666666666666666,2
792,hair,10.0,ldp,svm,0.6666666666666666,9
793,hair,50.0,ldp,svm,0.6666666666666666,3
794,hair,50.0,ldp,svm,0.6666666666666666,4
795,hair,50.0,ldp,svm,0.6666666666666666,5
796,hair,50.0,ldp,svm,0.6666666666666666,6
797,hair,50.0,ldp,svm,0.6666666666666666,7
798,hair,50.0,ldp,svm,0.6666666666666666,8
799,hair,50.0,ldp,svm,0.6666666666666666,9
800,hair,100.0,ldp,svm,0.6666666666666666,0
801,hair,100.0,ldp,svm,0.6666666666666666,1
802,hair,100.0,ldp,svm,0.6666666666666666,2
803,hair,100.0,ldp,svm,0.6666666666666666,3
804,hair,100.0,ldp,svm,0.6666666666666666,4
805,hair,100.0,ldp,svm,0.6666666666666666,5
806,hair,100.0,ldp,svm,0.6666666666666666,6
807,hair,100.0,ldp,svm,0.6666666666666666,7
808,hair,100.0,ldp,svm,0.6666666666666666,8
809,hair,100.0,ldp,svm,0.6666666666666666,9
810,hair,0.01,proposed,svm,0.75,0
811,hair,0.01,proposed,svm,0.75,1
812,hair,0.01,proposed,svm,0.75,2
813,hair,0.01,proposed,svm,0.75,3
814,hair,0.01,proposed,svm,0.75,4
815,hair,0.01,proposed,svm,0.75,5
816,hair,0.01,proposed,svm,0.75,6
817,hair,0.01,proposed,svm,0.75,7
818,hair,0.01,proposed,svm,0.75,8
819,hair,0.01,proposed,svm,0.75,9
820,hair,0.05,proposed,svm,0.75,0
821,hair,0.05,proposed,svm,0.75,1
822,hair,0.05,proposed,svm,0.75,2
823,hair,0.05,proposed,svm,0.75,3
824,hair,0.05,proposed,svm,0.75,4
825,hair,0.05,proposed,svm,0.75,5
826,hair,0.05,proposed,svm,0.75,6
827,hair,0.05,proposed,svm,0.75,7
828,hair,0.05,proposed,svm,0.75,8
829,hair,0.05,proposed,svm,0.75,9
830,hair,0.1,proposed,svm,0.75,0
831,hair,0.1,proposed,svm,0.75,1
832,hair,0.1,proposed,svm,0.75,2
833,hair,0.1,proposed,svm,0.75,3
834,hair,0.1,proposed,svm,0.75,4
835,hair,0.1,proposed,svm,0.75,5
836,hair,0.1,proposed,svm,0.75,6
837,hair,0.1,proposed,svm,0.75,7
838,hair,0.1,proposed,svm,0.75,8
839,hair,0.1,proposed,svm,0.75,9
840,hair,0.5,proposed,svm,0.75,0
841,hair,0.5,proposed,svm,0.75,1
842,hair,0.5,proposed,svm,0.75,2
843,hair,0.5,proposed,svm,0.75,3
844,hair,0.5,proposed,svm,0.75,4
845,hair,0.5,proposed,svm,0.75,5
846,hair,0.5,proposed,svm,0.75,6
847,hair,0.5,proposed,svm,0.75,7
848,hair,0.5,proposed,svm,0.75,8
849,hair,0.5,proposed,svm,0.75,9
850,hair,1.0,proposed,svm,0.75,0
851,hair,1.0,proposed,svm,0.75,1
852,hair,1.0,proposed,svm,0.75,2
853,hair,1.0,proposed,svm,0.75,3
854,hair,1.0,proposed,svm,0.75,4
855,hair,1.0,proposed,svm,0.75,5
856,hair,1.0,proposed,svm,0.75,6
857,hair,1.0,proposed,svm,0.75,7
858,hair,1.0,proposed,svm,0.75,8
859,hair,1.0,proposed,svm,0.75,9
860,hair,5.0,proposed,svm,0.75,0
861,hair,5.0,proposed,svm,0.75,1
862,hair,5.0,proposed,svm,0.75,2
863,hair,5.0,proposed,svm,0.75,3
864,hair,5.0,proposed,svm,0.75,4
865,hair,5.0,proposed,svm,0.75,5
866,hair,5.0,proposed,svm,0.75,6
867,hair,5.0,proposed,svm,0.75,7
868,hair,5.0,proposed,svm,0.75,8
869,hair,5.0,proposed,svm,0.75,9
870,hair,10.0,proposed,svm,0.75,0
871,hair,10.0,proposed,svm,0.75,1
872,hair,10.0,proposed,svm,0.75,2
873,hair,10.0,proposed,svm,0.75,3
874,hair,10.0,proposed,svm,0.75,4
875,hair,10.0,proposed,svm,0.75,5
876,hair,10.0,proposed,svm,0.75,6
877,hair,10.0,proposed,svm,0.75,7
878,hair,10.0,proposed,svm,0.75,8
879,hair,50.0,proposed,svm,0.75,0
880,hair,50.0,proposed,svm,0.75,1
881,hair,10.0,proposed,svm,0.75,9
882,hair,50.0,proposed,svm,0.75,2
883,hair,50.0,proposed,svm,0.75,3
884,hair,50.0,proposed,svm,0.75,4
885,hair,50.0,proposed,svm,0.75,5
886,hair,50.0,proposed,svm,0.75,6
887,hair,50.0,proposed,svm,0.75,7
888,hair,50.0,proposed,svm,0.75,8
889,hair,100.0,proposed,svm,0.75,0
890,hair,100.0,proposed,svm,0.75,1
891,hair,100.0,proposed,svm,0.75,2
892,hair,50.0,proposed,svm,0.75,9
893,hair,100.0,proposed,svm,0.75,3
894,hair,100.0,proposed,svm,0.75,4
895,hair,100.0,proposed,svm,0.75,5
896,hair,100.0,proposed,svm,0.75,6
897,hair,100.0,proposed,svm,0.75,7
898,hair,100.0,proposed,svm,0.75,8
899,lactose,0.01,ldp,hamming_distance,0.9166666666666666,0
900,hair,100.0,proposed,svm,0.75,9
901,lactose,0.01,ldp,hamming_distance,0.9166666666666666,1
902,lactose,0.01,ldp,hamming_distance,0.8333333333333334,2
903,lactose,0.01,ldp,hamming_distance,0.8333333333333334,3
904,lactose,0.01,ldp,hamming_distance,0.9166666666666666,4
905,lactose,0.01,ldp,hamming_distance,0.8333333333333334,5
906,lactose,0.05,ldp,hamming_distance,0.8333333333333334,0
907,lactose,0.05,ldp,hamming_distance,0.8333333333333334,1
908,lactose,0.01,ldp,hamming_distance,0.9166666666666666,6
909,lactose,0.05,ldp,hamming_distance,0.8333333333333334,2
910,lactose,0.05,ldp,hamming_distance,0.9166666666666666,3
911,lactose,0.1,ldp,hamming_distance,0.9166666666666666,0
912,lactose,0.05,ldp,hamming_distance,0.8333333333333334,4
913,lactose,0.1,ldp,hamming_distance,0.9166666666666666,1
914,lactose,0.1,ldp,hamming_distance,0.9166666666666666,2
915,lactose,0.01,ldp,hamming_distance,0.8333333333333334,7
916,lactose,0.05,ldp,hamming_distance,0.9166666666666666,5
917,lactose,0.05,ldp,hamming_distance,0.9166666666666666,6
918,lactose,0.1,ldp,hamming_distance,0.9166666666666666,3
919,lactose,0.01,ldp,hamming_distance,0.9166666666666666,8
920,lactose,0.05,ldp,hamming_distance,0.9166666666666666,7
921,lactose,0.05,ldp,hamming_distance,0.9166666666666666,8
922,lactose,0.1,ldp,hamming_distance,0.9166666666666666,4
923,lactose,0.1,ldp,hamming_distance,0.8333333333333334,5
924,lactose,0.5,ldp,hamming_distance,0.9166666666666666,0
925,lactose,0.1,ldp,hamming_distance,0.9166666666666666,6
926,lactose,0.5,ldp,hamming_distance,0.8333333333333334,1
927,lactose,0.1,ldp,hamming_distance,0.8333333333333334,7
928,lactose,0.5,ldp,hamming_distance,0.9166666666666666,2
929,lactose,0.5,ldp,hamming_distance,0.8333333333333334,3
930,lactose,0.1,ldp,hamming_distance,0.8333333333333334,8
931,lactose,0.05,ldp,hamming_distance,0.8333333333333334,9
932,lactose,0.01,ldp,hamming_distance,0.9166666666666666,9
933,lactose,0.5,ldp,hamming_distance,0.9166666666666666,4
934,lactose,1.0,ldp,hamming_distance,0.8333333333333334,0
935,lactose,0.5,ldp,hamming_distance,0.9166666666666666,5
936,lactose,0.1,ldp,hamming_distance,0.9166666666666666,9
937,lactose,1.0,ldp,hamming_distance,0.8333333333333334,1
938,lactose,0.5,ldp,hamming_distance,0.8333333333333334,6
939,lactose,0.5,ldp,hamming_distance,0.9166666666666666,7
940,lactose,0.5,ldp,hamming_distance,0.9166666666666666,8
941,lactose,1.0,ldp,hamming_distance,0.9166666666666666,2
942,lactose,1.0,ldp,hamming_distance,0.9166666666666666,3
943,lactose,5.0,ldp,hamming_distance,0.8333333333333334,0
944,lactose,5.0,ldp,hamming_distance,0.8333333333333334,1
945,lactose,1.0,ldp,hamming_distance,0.9166666666666666,4
946,lactose,1.0,ldp,hamming_distance,0.8333333333333334,5
947,lactose,5.0,ldp,hamming_distance,0.8333333333333334,2
948,lactose,5.0,ldp,hamming_distance,0.8333333333333334,3
949,lactose,1.0,ldp,hamming_distance,0.9166666666666666,6
950,lactose,5.0,ldp,hamming_distance,0.8333333333333334,4
951,lactose,1.0,ldp,hamming_distance,0.8333333333333334,7
952,lactose,0.5,ldp,hamming_distance,0.8333333333333334,9
953,lactose,5.0,ldp,hamming_distance,0.8333333333333334,5
954,lactose,5.0,ldp,hamming_distance,0.8333333333333334,6
955,lactose,1.0,ldp,hamming_distance,0.8333333333333334,8
956,lactose,5.0,ldp,hamming_distance,0.8333333333333334,7
957,lactose,5.0,ldp,hamming_distance,0.8333333333333334,8
958,lactose,1.0,ldp,hamming_distance,0.8333333333333334,9
959,lactose,5.0,ldp,hamming_distance,0.8333333333333334,9
960,lactose,10.0,ldp,hamming_distance,0.8333333333333334,0
961,lactose,10.0,ldp,hamming_distance,0.8333333333333334,1
962,lactose,10.0,ldp,hamming_distance,0.8333333333333334,2
963,lactose,10.0,ldp,hamming_distance,0.8333333333333334,3
964,lactose,50.0,ldp,hamming_distance,0.8333333333333334,0
965,lactose,10.0,ldp,hamming_distance,0.8333333333333334,4
966,lactose,10.0,ldp,hamming_distance,0.8333333333333334,5
967,lactose,10.0,ldp,hamming_distance,0.8333333333333334,6
968,lactose,10.0,ldp,hamming_distance,0.8333333333333334,7
969,lactose,50.0,ldp,hamming_distance,0.8333333333333334,1
970,lactose,50.0,ldp,hamming_distance,0.8333333333333334,2
971,lactose,50.0,ldp,hamming_distance,0.8333333333333334,3
972,lactose,10.0,ldp,hamming_distance,0.8333333333333334,8
973,lactose,10.0,ldp,hamming_distance,0.8333333333333334,9
974,lactose,50.0,ldp,hamming_distance,0.8333333333333334,4
975,lactose,100.0,ldp,hamming_distance,0.8333333333333334,0
976,lactose,50.0,ldp,hamming_distance,0.8333333333333334,5
977,lactose,100.0,ldp,hamming_distance,0.8333333333333334,1
978,lactose,50.0,ldp,hamming_distance,0.8333333333333334,6
979,lactose,50.0,ldp,hamming_distance,0.8333333333333334,7
980,lactose,100.0,ldp,hamming_distance,0.8333333333333334,2
981,lactose,50.0,ldp,hamming_distance,0.8333333333333334,8
982,lactose,100.0,ldp,hamming_distance,0.8333333333333334,3
983,lactose,50.0,ldp,hamming_distance,0.8333333333333334,9
984,lactose,100.0,ldp,hamming_distance,0.8333333333333334,4
985,lactose,100.0,ldp,hamming_distance,0.8333333333333334,5
986,lactose,100.0,ldp,hamming_distance,0.8333333333333334,6
987,lactose,100.0,ldp,hamming_distance,0.8333333333333334,7
988,lactose,100.0,ldp,hamming_distance,0.8333333333333334,8
989,lactose,0.01,proposed,hamming_distance,0.0833333333333333,0
990,lactose,0.01,proposed,hamming_distance,0.0833333333333333,1
991,lactose,0.01,proposed,hamming_distance,0.0,2
992,lactose,100.0,ldp,hamming_distance,0.8333333333333334,9
993,lactose,0.01,proposed,hamming_distance,0.0,3
994,lactose,0.01,proposed,hamming_distance,0.0833333333333333,4
995,lactose,0.01,proposed,hamming_distance,0.0833333333333333,5
996,lactose,0.01,proposed,hamming_distance,0.0833333333333333,6
997,lactose,0.1,proposed,hamming_distance,0.0,0
998,lactose,0.05,proposed,hamming_distance,0.0,0
999,lactose,0.05,proposed,hamming_distance,0.0833333333333333,1
1000,lactose,0.05,proposed,hamming_distance,0.0833333333333333,2
1001,lactose,0.05,proposed,hamming_distance,0.0833333333333333,3
1002,lactose,0.05,proposed,hamming_distance,0.0833333333333333,4
1003,lactose,0.05,proposed,hamming_distance,0.0833333333333333,5
1004,lactose,0.05,proposed,hamming_distance,0.0833333333333333,6
1005,lactose,0.1,proposed,hamming_distance,0.0,1
1006,lactose,0.01,proposed,hamming_distance,0.0833333333333333,7
1007,lactose,0.01,proposed,hamming_distance,0.0833333333333333,8
1008,lactose,0.01,proposed,hamming_distance,0.0833333333333333,9
